year,month,report begin date,report end date,region,type_egg,price unit,environment,price avg
2019,June,6/15/2019,6/21/2019,SouthCentral,Large White,Per Carton,Conventional,1.09
2019,June,6/15/2019,6/21/2019,SouthCentral,Large White,Per Carton,Conventional,3.69
2019,June,6/15/2019,6/21/2019,SouthCentral,Large White,Per Carton,Organic,3.99
2019,June,6/15/2019,6/21/2019,SouthEast,Extra Large Brown,Per Carton,Organic,4.49
2019,June,6/15/2019,6/21/2019,SouthEast,Large Brown,Per Carton,Organic,2.56
2019,June,6/15/2019,6/21/2019,SouthEast,Large Brown,Per Carton,Organic,4.09
2019,June,6/15/2019,6/21/2019,SouthEast,Extra Large White,Per Carton,Conventional,2.78
2019,June,6/15/2019,6/21/2019,SouthEast,Large White,Per Carton,Organic,1.99
2019,June,6/15/2019,6/21/2019,SouthEast,Large White,Per Carton,Conventional,1.3
2019,June,6/15/2019,6/21/2019,SouthEast,Large White,Per Carton,Conventional,2.85
2019,June,6/15/2019,6/21/2019,SouthWest,Extra Large Brown,Per Carton,Organic,3.99
2019,June,6/15/2019,6/21/2019,SouthWest,Large Brown,Per Carton,Organic,3.99
2019,June,6/15/2019,6/21/2019,SouthWest,Extra Large White,Per Carton,Conventional,0.97
2019,June,6/15/2019,6/21/2019,SouthWest,Large White,Per Carton,Organic,2.27
2019,June,6/15/2019,6/21/2019,SouthWest,Large White,Per Carton,Conventional,1.61
2019,June,6/15/2019,6/21/2019,SouthWest,Large White,Per Carton,Conventional,2.75
2019,June,6/15/2019,6/21/2019,SouthWest,Medium White,Per Carton,Conventional,0.9
2019,June,6/22/2019,6/28/2019,Alaska,Large White,Per Carton,Conventional,1.29
2019,June,6/22/2019,6/28/2019,Hawaii,Large White,Per Carton,Conventional,0.99
2019,June,6/22/2019,6/28/2019,MidWest,Extra Large Brown,Per Carton,Organic,3.66
2019,June,6/22/2019,6/28/2019,MidWest,Large Brown,Per Carton,Organic,2.74
2019,June,6/22/2019,6/28/2019,MidWest,Extra Large White,Per Carton,Conventional,0.49
2019,June,6/22/2019,6/28/2019,MidWest,Large White,Per Carton,Organic,2.49
2019,June,6/22/2019,6/28/2019,MidWest,Large White,Per Carton,Conventional,1.18
2019,June,6/22/2019,6/28/2019,MidWest,Large White,Per Carton,Conventional,2.83
2019,June,6/22/2019,6/28/2019,MidWest,Large White,Per Carton,Conventional,2.29
2019,June,6/22/2019,6/28/2019,MidWest,Medium White,Per Carton,Conventional,0.49
2019,June,6/22/2019,6/28/2019,National,Extra Large Brown,Per Carton,Organic,3.49
2019,June,6/22/2019,6/28/2019,National,Extra Large Brown,Per Carton,Organic,3.66
2019,June,6/22/2019,6/28/2019,National,Large Brown,Per Carton,Organic,2.67
2019,June,6/22/2019,6/28/2019,National,Large Brown,Per Carton,Organic,3.99
2019,June,6/22/2019,6/28/2019,National,Large Brown,Per Carton,Conventional,2.79
2019,June,6/22/2019,6/28/2019,National,Extra Large White,Per Carton,Conventional,0.73
2019,June,6/22/2019,6/28/2019,National,Extra Large White,Per Carton,Conventional,2.5
2019,June,6/22/2019,6/28/2019,National,Large White,Per Carton,Organic,3.87
2019,June,6/22/2019,6/28/2019,National,Large White,Per Carton,Conventional,1.24
2019,June,6/22/2019,6/28/2019,National,Large White,Per Carton,Conventional,2.58
2019,June,6/22/2019,6/28/2019,National,Large White,Per Carton,Conventional,2.29
2019,June,6/22/2019,6/28/2019,NorthEast,Extra Large Brown,Per Carton,Organic,3.49
2019,June,6/22/2019,6/28/2019,NorthEast,Large Brown,Per Carton,Organic,3.59
2019,June,6/22/2019,6/28/2019,NorthEast,Large Brown,Per Carton,Organic,3.99
2019,June,6/22/2019,6/28/2019,NorthEast,Large Brown,Per Carton,Conventional,2.72
2019,June,6/22/2019,6/28/2019,NorthEast,Extra Large White,Per Carton,Conventional,1
2019,June,6/22/2019,6/28/2019,NorthEast,Extra Large White,Per Carton,Conventional,2.5
2019,June,6/22/2019,6/28/2019,NorthEast,Large White,Per Carton,Organic,4.24
2019,June,6/22/2019,6/28/2019,NorthEast,Large White,Per Carton,Conventional,1.31
2019,June,6/22/2019,6/28/2019,NorthEast,Large White,Per Carton,Conventional,2.53
2019,June,6/22/2019,6/28/2019,NorthEast,Medium White,Per Carton,Conventional,3.99
2019,June,6/22/2019,6/28/2019,NorthWest,Large White,Per Carton,Conventional,1.17
2019,June,6/22/2019,6/28/2019,NorthWest,Medium White,Per Carton,Conventional,0.88
2019,June,6/22/2019,6/28/2019,SouthCentral,Large Brown,Per Carton,Organic,2.01
2019,June,6/22/2019,6/28/2019,SouthCentral,Extra Large White,Per Carton,Conventional,2.5
2019,June,6/22/2019,6/28/2019,SouthCentral,Large White,Per Carton,Organic,2.49
2019,June,6/22/2019,6/28/2019,SouthCentral,Large White,Per Carton,Conventional,1.18
2019,June,6/22/2019,6/28/2019,SouthCentral,Large White,Per Carton,Conventional,2.37
2019,June,6/22/2019,6/28/2019,SouthCentral,Large White,Per Carton,Conventional,2.29
2019,June,6/22/2019,6/28/2019,SouthEast,Large Brown,Per Carton,Organic,3.45
2019,June,6/22/2019,6/28/2019,SouthEast,Large Brown,Per Carton,Conventional,2.99
2019,June,6/22/2019,6/28/2019,SouthEast,Large White,Per Carton,Conventional,1.19
2019,June,6/22/2019,6/28/2019,SouthEast,Large White,Per Carton,Conventional,2.53
2019,June,6/22/2019,6/28/2019,SouthWest,Extra Large Brown,Per Carton,Conventional,4.39
2019,June,6/22/2019,6/28/2019,SouthWest,Large White,Per Carton,Organic,1.99
2019,June,6/22/2019,6/28/2019,SouthWest,Large White,Per Carton,Conventional,1.84
2019,June,6/22/2019,6/28/2019,SouthWest,Large White,Per Carton,Conventional,2.99
2019,July,7/6/2019,7/12/2019,Alaska,Large Brown,Per Carton,Organic,3.99
2019,July,7/6/2019,7/12/2019,Alaska,Large White,Per Carton,Conventional,1.55
2019,July,7/6/2019,7/12/2019,Hawaii,Large Brown,Per Carton,Organic,3.49
2019,July,7/6/2019,7/12/2019,Hawaii,Large White,Per Carton,Conventional,3
2019,July,7/6/2019,7/12/2019,Hawaii,Medium White,Per Carton,Conventional,0.8
2019,July,7/6/2019,7/12/2019,MidWest,Extra Large Brown,Per Carton,Organic,3.29
2019,July,7/6/2019,7/12/2019,MidWest,Extra Large Brown,Per Carton,Conventional,0.39
2019,July,7/6/2019,7/12/2019,MidWest,Large Brown,Per Carton,Organic,2.13
2019,July,7/6/2019,7/12/2019,MidWest,Large Brown,Per Carton,Conventional,2.99
2019,July,7/6/2019,7/12/2019,MidWest,Large Brown,Per Carton,Organic,3.99
2019,July,7/6/2019,7/12/2019,MidWest,Large White,Per Carton,Organic,1.5
2019,July,7/6/2019,7/12/2019,MidWest,Large White,Per Carton,Conventional,1.06
2019,July,7/6/2019,7/12/2019,MidWest,Large White,Per Carton,Conventional,2
2019,July,7/6/2019,7/12/2019,MidWest,Medium White,Per Carton,Conventional,0.39
2019,July,7/6/2019,7/12/2019,National,Extra Large Brown,Per Carton,Organic,3.66
2019,July,7/6/2019,7/12/2019,National,Extra Large Brown,Per Carton,Conventional,1.93
2019,July,7/6/2019,7/12/2019,National,Large Brown,Per Carton,Organic,2.86
2019,July,7/6/2019,7/12/2019,National,Large Brown,Per Carton,Conventional,2.99
2019,July,7/6/2019,7/12/2019,National,Large Brown,Per Carton,Conventional,2.99
2019,July,7/6/2019,7/12/2019,National,Large Brown,Per Carton,Organic,3.92
2019,July,7/6/2019,7/12/2019,National,Large Brown,Per Carton,Conventional,2.14
2019,July,7/6/2019,7/12/2019,National,Extra Large White,Per Carton,Conventional,1.42
2019,July,7/6/2019,7/12/2019,National,Extra Large White,Per Carton,Conventional,2.77
2019,July,7/6/2019,7/12/2019,National,Large White,Per Carton,Organic,2.1
2019,July,7/6/2019,7/12/2019,National,Large White,Per Carton,Conventional,1.15
2019,July,7/6/2019,7/12/2019,National,Large White,Per Carton,Conventional,1.8
2019,July,7/6/2019,7/12/2019,National,Large White,Per Carton,Organic,5.99
2019,July,7/6/2019,7/12/2019,NorthEast,Extra Large Brown,Per Carton,Organic,3.99
2019,July,7/6/2019,7/12/2019,NorthEast,Extra Large Brown,Per Carton,Conventional,4.79
2019,July,7/6/2019,7/12/2019,NorthEast,Large Brown,Per Carton,Organic,3.67
2019,July,7/6/2019,7/12/2019,NorthEast,Large Brown,Per Carton,Conventional,2.99
2019,July,7/6/2019,7/12/2019,NorthEast,Large Brown,Per Carton,Organic,3.99
2019,July,7/6/2019,7/12/2019,NorthEast,Large Brown,Per Carton,Conventional,2.16
2019,July,7/6/2019,7/12/2019,NorthEast,Extra Large White,Per Carton,Conventional,2.82
2019,July,7/6/2019,7/12/2019,NorthEast,Large White,Per Carton,Organic,2.44
2019,July,7/6/2019,7/12/2019,NorthEast,Large White,Per Carton,Conventional,1
2019,July,7/6/2019,7/12/2019,NorthEast,Large White,Per Carton,Conventional,2.28
2019,July,7/6/2019,7/12/2019,NorthEast,Medium White,Per Carton,Conventional,0.8
2019,July,7/6/2019,7/12/2019,NorthWest,Large Brown,Per Carton,Organic,1.99
2019,July,7/6/2019,7/12/2019,NorthWest,Large Brown,Per Carton,Organic,3.99
2019,July,7/6/2019,7/12/2019,NorthWest,Large White,Per Carton,Conventional,1.25
2019,July,7/6/2019,7/12/2019,NorthWest,Large White,Per Carton,Conventional,1.33
2019,July,7/6/2019,7/12/2019,NorthWest,Medium White,Per Carton,Conventional,0.84
2019,July,7/6/2019,7/12/2019,SouthCentral,Large Brown,Per Carton,Organic,3.73
2019,July,7/6/2019,7/12/2019,SouthCentral,Large Brown,Per Carton,Conventional,2
2019,July,7/6/2019,7/12/2019,SouthCentral,Extra Large White,Per Carton,Conventional,1.5
2019,July,7/6/2019,7/12/2019,SouthCentral,Large White,Per Carton,Conventional,1.16
2019,July,7/6/2019,7/12/2019,SouthCentral,Large White,Per Carton,Conventional,1.81
2019,July,7/6/2019,7/12/2019,SouthEast,Large Brown,Per Carton,Organic,2.73
2019,July,7/6/2019,7/12/2019,SouthEast,Large Brown,Per Carton,Organic,3.98
2019,July,7/6/2019,7/12/2019,SouthEast,Extra Large White,Per Carton,Conventional,2.5
2019,July,7/6/2019,7/12/2019,SouthEast,Large White,Per Carton,Organic,2
2019,July,7/6/2019,7/12/2019,SouthEast,Large White,Per Carton,Conventional,2.09
2019,July,7/6/2019,7/12/2019,SouthEast,Large White,Per Carton,Conventional,2.47
2019,July,7/6/2019,7/12/2019,SouthWest,Large Brown,Per Carton,Organic,2.66
2019,July,7/6/2019,7/12/2019,SouthWest,Large Brown,Per Carton,Organic,3.97
2019,July,7/6/2019,7/12/2019,SouthWest,Extra Large White,Per Carton,Conventional,1.38
2019,July,7/6/2019,7/12/2019,SouthWest,Large White,Per Carton,Conventional,0.82
2019,July,7/6/2019,7/12/2019,SouthWest,Large White,Per Carton,Conventional,1.9
2019,July,7/6/2019,7/12/2019,SouthWest,Large White,Per Carton,Organic,5.99
2019,July,7/6/2019,7/12/2019,SouthWest,Medium White,Per Carton,Conventional,1.67
2019,July,7/13/2019,7/19/2019,Hawaii,Large White,Per Carton,Conventional,0.8
2019,July,7/13/2019,7/19/2019,Hawaii,Large White,Per Carton,Organic,4.29
2019,July,7/13/2019,7/19/2019,MidWest,Large Brown,Per Carton,Organic,2.61
2019,July,7/13/2019,7/19/2019,MidWest,Large Brown,Per Carton,Conventional,2.79
2019,July,7/13/2019,7/19/2019,MidWest,Large Brown,Per Carton,Organic,3.5
2019,July,7/13/2019,7/19/2019,MidWest,Large White,Per Carton,Organic,2.5
2019,July,7/13/2019,7/19/2019,MidWest,Large White,Per Carton,Conventional,0.91
2019,July,7/13/2019,7/19/2019,MidWest,Large White,Per Carton,Conventional,2.69
2019,July,7/13/2019,7/19/2019,MidWest,Large White,Per Carton,Organic,4.29
2019,July,7/13/2019,7/19/2019,MidWest,Medium White,Per Carton,Conventional,0.39
2019,July,7/13/2019,7/19/2019,National,Large Brown,Per Carton,Organic,2.78
2019,July,7/13/2019,7/19/2019,National,Large Brown,Per Carton,Conventional,0.89
2019,July,7/13/2019,7/19/2019,National,Large Brown,Per Carton,Conventional,2.84
2019,July,7/13/2019,7/19/2019,National,Large Brown,Per Carton,Organic,4.33
2019,July,7/13/2019,7/19/2019,National,Large Brown,Per Carton,Conventional,2.49
2019,July,7/13/2019,7/19/2019,National,Extra Large White,Per Carton,Conventional,1.58
2019,July,7/13/2019,7/19/2019,National,Extra Large White,Per Carton,Conventional,2.33
2019,July,7/13/2019,7/19/2019,National,Large White,Per Carton,Organic,2.37
2019,July,7/13/2019,7/19/2019,National,Large White,Per Carton,Conventional,1.11
2019,July,7/13/2019,7/19/2019,National,Large White,Per Carton,Conventional,2.68
2019,July,7/13/2019,7/19/2019,National,Large White,Per Carton,Organic,4.28
2019,July,7/13/2019,7/19/2019,NorthEast,Large Brown,Per Carton,Organic,2.58
2019,July,7/13/2019,7/19/2019,NorthEast,Large Brown,Per Carton,Organic,4.51
2019,July,7/13/2019,7/19/2019,NorthEast,Large Brown,Per Carton,Conventional,2.49
2019,July,7/13/2019,7/19/2019,NorthEast,Large White,Per Carton,Organic,2
2019,July,7/13/2019,7/19/2019,NorthEast,Large White,Per Carton,Conventional,1.22
2019,July,7/13/2019,7/19/2019,NorthEast,Large White,Per Carton,Conventional,2.34
2019,July,7/13/2019,7/19/2019,NorthEast,Large White,Per Carton,Organic,4.41
2019,July,7/13/2019,7/19/2019,NorthWest,Large Brown,Per Carton,Organic,2.99
2019,July,7/13/2019,7/19/2019,NorthWest,Large Brown,Per Carton,Organic,3.55
2019,July,7/13/2019,7/19/2019,NorthWest,Large White,Per Carton,Conventional,0.77
2019,July,7/13/2019,7/19/2019,NorthWest,Large White,Per Carton,Organic,4.29
2019,July,7/13/2019,7/19/2019,SouthCentral,Large Brown,Per Carton,Organic,3.49
2019,July,7/13/2019,7/19/2019,SouthCentral,Large Brown,Per Carton,Conventional,0.89
2019,July,7/13/2019,7/19/2019,SouthCentral,Large Brown,Per Carton,Conventional,2.99
2019,July,7/13/2019,7/19/2019,SouthCentral,Large Brown,Per Carton,Organic,4.34
2019,July,7/13/2019,7/19/2019,SouthCentral,Extra Large White,Per Carton,Conventional,2.33
2019,July,7/13/2019,7/19/2019,SouthCentral,Large White,Per Carton,Organic,2.5
2019,July,7/13/2019,7/19/2019,SouthCentral,Large White,Per Carton,Conventional,1.04
2019,July,7/13/2019,7/19/2019,SouthCentral,Large White,Per Carton,Conventional,3.12
2019,July,7/13/2019,7/19/2019,SouthCentral,Large White,Per Carton,Organic,4.29
2019,July,7/13/2019,7/19/2019,SouthEast,Large Brown,Per Carton,Organic,2.68
2019,July,7/13/2019,7/19/2019,SouthEast,Large Brown,Per Carton,Organic,3.99
2019,July,7/13/2019,7/19/2019,SouthEast,Large White,Per Carton,Organic,2.36
2019,July,7/13/2019,7/19/2019,SouthEast,Large White,Per Carton,Conventional,1.19
2019,July,7/13/2019,7/19/2019,SouthEast,Large White,Per Carton,Conventional,2.82
2019,July,7/13/2019,7/19/2019,SouthEast,Large White,Per Carton,Organic,4.08
2019,July,7/13/2019,7/19/2019,SouthWest,Extra Large White,Per Carton,Conventional,1.58
2019,July,7/13/2019,7/19/2019,SouthWest,Large White,Per Carton,Conventional,1.29
2019,July,7/13/2019,7/19/2019,SouthWest,Large White,Per Carton,Conventional,1.99
2019,July,7/13/2019,7/19/2019,SouthWest,Large White,Per Carton,Organic,4.29
2019,July,7/20/2019,7/26/2019,Alaska,Large Brown,Per Carton,Organic,3.49
2019,July,7/20/2019,7/26/2019,Alaska,Large White,Per Carton,Conventional,2.5
2019,July,7/20/2019,7/26/2019,Hawaii,Large White,Per Carton,Conventional,0.99
2019,July,7/20/2019,7/26/2019,Hawaii,Large White,Per Carton,Conventional,2.5
2019,July,7/20/2019,7/26/2019,Hawaii,Medium White,Per Carton,Conventional,1.67
2019,July,7/20/2019,7/26/2019,MidWest,Extra Large Brown,Per Carton,Organic,3.99
2019,July,7/20/2019,7/26/2019,MidWest,Large Brown,Per Carton,Organic,1.87
2019,July,7/20/2019,7/26/2019,MidWest,Large Brown,Per Carton,Organic,3.23
2019,July,7/20/2019,7/26/2019,MidWest,Large Brown,Per Carton,Conventional,2.03
2019,July,7/20/2019,7/26/2019,MidWest,Large White,Per Carton,Organic,2.86
2019,July,7/20/2019,7/26/2019,MidWest,Large White,Per Carton,Conventional,0.77
2019,July,7/20/2019,7/26/2019,MidWest,Large White,Per Carton,Conventional,2.41
2019,July,7/20/2019,7/26/2019,MidWest,Large White,Per Carton,Conventional,2.49
2019,July,7/20/2019,7/26/2019,National,Extra Large Brown,Per Carton,Organic,3.49
2019,July,7/20/2019,7/26/2019,National,Extra Large Brown,Per Carton,Organic,4.36
2019,July,7/20/2019,7/26/2019,National,Extra Large Brown,Per Carton,Conventional,2.91
2019,July,7/20/2019,7/26/2019,National,Large Brown,Per Carton,Organic,3.01
2019,July,7/20/2019,7/26/2019,National,Large Brown,Per Carton,Conventional,1.32
2019,July,7/20/2019,7/26/2019,National,Large Brown,Per Carton,Conventional,3.96
2019,July,7/20/2019,7/26/2019,National,Large Brown,Per Carton,Organic,3.42
2019,July,7/20/2019,7/26/2019,National,Large Brown,Per Carton,Conventional,2.18
2019,July,7/20/2019,7/26/2019,National,Extra Large White,Per Carton,Conventional,1.5
2019,July,7/20/2019,7/26/2019,National,Extra Large White,Per Carton,Conventional,2.5
2019,July,7/20/2019,7/26/2019,National,Large White,Per Carton,Organic,2.44
2019,July,7/20/2019,7/26/2019,National,Large White,Per Carton,Conventional,1.13
2019,July,7/20/2019,7/26/2019,National,Large White,Per Carton,Conventional,2.41
2019,July,7/20/2019,7/26/2019,National,Large White,Per Carton,Conventional,2.49
2019,July,7/20/2019,7/26/2019,NorthEast,Extra Large Brown,Per Carton,Organic,4.99
2019,July,7/20/2019,7/26/2019,NorthEast,Extra Large Brown,Per Carton,Conventional,3
2019,July,7/20/2019,7/26/2019,NorthEast,Large Brown,Per Carton,Organic,3.61
2019,July,7/20/2019,7/26/2019,NorthEast,Large Brown,Per Carton,Conventional,0.99
2019,July,7/20/2019,7/26/2019,NorthEast,Large Brown,Per Carton,Organic,3.95
2019,July,7/20/2019,7/26/2019,NorthEast,Large Brown,Per Carton,Conventional,2.49
2019,July,7/20/2019,7/26/2019,NorthEast,Extra Large White,Per Carton,Conventional,2.5
2019,July,7/20/2019,7/26/2019,NorthEast,Large White,Per Carton,Conventional,1.23
2019,July,7/20/2019,7/26/2019,NorthEast,Large White,Per Carton,Conventional,2.47
2019,July,7/20/2019,7/26/2019,NorthWest,Large Brown,Per Carton,Organic,3.49
2019,July,7/20/2019,7/26/2019,NorthWest,Large White,Per Carton,Conventional,0.99
2019,July,7/20/2019,7/26/2019,NorthWest,Large White,Per Carton,Conventional,2.32
2019,July,7/20/2019,7/26/2019,NorthWest,Medium White,Per Carton,Conventional,0.88
2019,July,7/20/2019,7/26/2019,SouthCentral,Extra Large Brown,Per Carton,Conventional,2.5
2019,July,7/20/2019,7/26/2019,SouthCentral,Large Brown,Per Carton,Organic,2.28
2019,July,7/20/2019,7/26/2019,SouthCentral,Large Brown,Per Carton,Conventional,3.96
2019,July,7/20/2019,7/26/2019,SouthCentral,Large Brown,Per Carton,Organic,3.32
2019,July,7/20/2019,7/26/2019,SouthCentral,Large White,Per Carton,Organic,2.53
2019,July,7/20/2019,7/26/2019,SouthCentral,Large White,Per Carton,Conventional,0.95
2019,July,7/20/2019,7/26/2019,SouthCentral,Large White,Per Carton,Conventional,2.26
2019,July,7/20/2019,7/26/2019,SouthCentral,Medium White,Per Carton,Conventional,1.5
2019,July,7/20/2019,7/26/2019,SouthEast,Large Brown,Per Carton,Organic,2.5
2019,July,7/20/2019,7/26/2019,SouthEast,Large Brown,Per Carton,Organic,3.37
2019,July,7/20/2019,7/26/2019,SouthEast,Large White,Per Carton,Organic,2.5
2019,July,7/20/2019,7/26/2019,SouthEast,Large White,Per Carton,Conventional,0.82
2019,July,7/20/2019,7/26/2019,SouthEast,Large White,Per Carton,Conventional,2.38
2019,July,7/20/2019,7/26/2019,SouthEast,Medium White,Per Carton,Conventional,0.43
2019,July,7/20/2019,7/26/2019,SouthWest,Extra Large Brown,Per Carton,Organic,3.49
2019,July,7/20/2019,7/26/2019,SouthWest,Large Brown,Per Carton,Organic,4.29
2019,July,7/20/2019,7/26/2019,SouthWest,Large Brown,Per Carton,Conventional,1.5
2019,July,7/20/2019,7/26/2019,SouthWest,Large Brown,Per Carton,Organic,3.49
2019,July,7/20/2019,7/26/2019,SouthWest,Extra Large White,Per Carton,Conventional,1.5
2019,July,7/20/2019,7/26/2019,SouthWest,Large White,Per Carton,Organic,1.99
2019,July,7/20/2019,7/26/2019,SouthWest,Large White,Per Carton,Conventional,1.48
2019,July,7/20/2019,7/26/2019,SouthWest,Large White,Per Carton,Conventional,2.5
2019,July,7/20/2019,7/26/2019,SouthWest,Medium White,Per Carton,Conventional,0.77
2019,July,7/27/2019,8/2/2019,Alaska,Large Brown,Per Carton,Organic,3.29
2019,July,7/27/2019,8/2/2019,Hawaii,Large White,Per Carton,Conventional,2
2019,July,7/27/2019,8/2/2019,Hawaii,Large White,Per Carton,Conventional,2.5
2019,July,7/27/2019,8/2/2019,MidWest,Extra Large Brown,Per Carton,Organic,3.79
2019,July,7/27/2019,8/2/2019,MidWest,Extra Large Brown,Per Carton,Conventional,2.49
2019,July,7/27/2019,8/2/2019,MidWest,Large Brown,Per Carton,Organic,3.06
2019,July,7/27/2019,8/2/2019,MidWest,Large Brown,Per Carton,Organic,3.1
2019,July,7/27/2019,8/2/2019,MidWest,Large Brown,Per Carton,Conventional,2.49
2019,July,7/27/2019,8/2/2019,MidWest,Large White,Per Carton,Organic,1.69
2019,July,7/27/2019,8/2/2019,MidWest,Large White,Per Carton,Conventional,0.84
2019,July,7/27/2019,8/2/2019,MidWest,Large White,Per Carton,Conventional,2.72
2019,July,7/27/2019,8/2/2019,MidWest,Medium White,Per Carton,Conventional,0.61
2019,July,7/27/2019,8/2/2019,National,Extra Large Brown,Per Carton,Organic,3
2019,July,7/27/2019,8/2/2019,National,Extra Large Brown,Per Carton,Organic,4.05
2019,July,7/27/2019,8/2/2019,National,Extra Large Brown,Per Carton,Conventional,2.49
2019,July,7/27/2019,8/2/2019,National,Large Brown,Per Carton,Organic,3
2019,July,7/27/2019,8/2/2019,National,Large Brown,Per Carton,Conventional,3.5
2019,July,7/27/2019,8/2/2019,National,Large Brown,Per Carton,Organic,3.32
2019,July,7/27/2019,8/2/2019,National,Large Brown,Per Carton,Conventional,2.58
2019,July,7/27/2019,8/2/2019,National,Extra Large White,Per Carton,Conventional,1.12
2019,July,7/27/2019,8/2/2019,National,Extra Large White,Per Carton,Conventional,2.5
2019,July,7/27/2019,8/2/2019,National,Large White,Per Carton,Organic,1.6
2019,July,7/27/2019,8/2/2019,National,Large White,Per Carton,Conventional,1.14
2019,July,7/27/2019,8/2/2019,National,Large White,Per Carton,Conventional,2.38
2019,July,7/27/2019,8/2/2019,National,Large White,Per Carton,Organic,5.26
2019,July,7/27/2019,8/2/2019,NorthEast,Extra Large Brown,Per Carton,Organic,3
2019,July,7/27/2019,8/2/2019,NorthEast,Extra Large Brown,Per Carton,Organic,4.54
2019,July,7/27/2019,8/2/2019,NorthEast,Large Brown,Per Carton,Organic,3.08
2019,July,7/27/2019,8/2/2019,NorthEast,Large Brown,Per Carton,Conventional,3.5
2019,July,7/27/2019,8/2/2019,NorthEast,Large Brown,Per Carton,Organic,3.77
2019,July,7/27/2019,8/2/2019,NorthEast,Large Brown,Per Carton,Conventional,2.61
2019,July,7/27/2019,8/2/2019,NorthEast,Extra Large White,Per Carton,Conventional,1.24
2019,July,7/27/2019,8/2/2019,NorthEast,Extra Large White,Per Carton,Conventional,2.5
2019,July,7/27/2019,8/2/2019,NorthEast,Large White,Per Carton,Organic,1.49
2019,July,7/27/2019,8/2/2019,NorthEast,Large White,Per Carton,Conventional,1.24
2019,July,7/27/2019,8/2/2019,NorthEast,Large White,Per Carton,Conventional,2.35
2019,July,7/27/2019,8/2/2019,NorthEast,Large White,Per Carton,Organic,5.26
2019,July,7/27/2019,8/2/2019,NorthEast,Medium White,Per Carton,Conventional,0.49
2019,July,7/27/2019,8/2/2019,NorthWest,Large Brown,Per Carton,Organic,3.29
2019,July,7/27/2019,8/2/2019,NorthWest,Large White,Per Carton,Organic,1.49
2019,July,7/27/2019,8/2/2019,NorthWest,Large White,Per Carton,Conventional,1.19
2019,July,7/27/2019,8/2/2019,NorthWest,Medium White,Per Carton,Conventional,1.99
2019,July,7/27/2019,8/2/2019,SouthCentral,Large Brown,Per Carton,Organic,2.07
2019,July,7/27/2019,8/2/2019,SouthCentral,Large Brown,Per Carton,Organic,3.19
2019,July,7/27/2019,8/2/2019,SouthCentral,Large White,Per Carton,Conventional,1.15
2019,July,7/27/2019,8/2/2019,SouthCentral,Large White,Per Carton,Conventional,2.36
2019,July,7/27/2019,8/2/2019,SouthCentral,Medium White,Per Carton,Conventional,1.29
2019,July,7/27/2019,8/2/2019,SouthEast,Large Brown,Per Carton,Organic,3.1
2019,July,7/27/2019,8/2/2019,SouthEast,Large Brown,Per Carton,Organic,3.28
2019,July,7/27/2019,8/2/2019,SouthEast,Extra Large White,Per Carton,Conventional,0.88
2019,July,7/27/2019,8/2/2019,SouthEast,Large White,Per Carton,Conventional,0.98
2019,July,7/27/2019,8/2/2019,SouthEast,Large White,Per Carton,Conventional,2.02
2019,July,7/27/2019,8/2/2019,SouthEast,Medium White,Per Carton,Conventional,0.51
2019,July,7/27/2019,8/2/2019,SouthWest,Large Brown,Per Carton,Organic,3.42
2019,July,7/27/2019,8/2/2019,SouthWest,Large White,Per Carton,Conventional,1.41
2019,July,7/27/2019,8/2/2019,SouthWest,Large White,Per Carton,Conventional,3.3
2019,July,7/27/2019,8/2/2019,SouthWest,Medium White,Per Carton,Conventional,1.1
2019,August,8/3/2019,8/9/2019,Hawaii,Large White,Per Carton,Conventional,1.5
2019,August,8/3/2019,8/9/2019,MidWest,Extra Large Brown,Per Carton,Organic,3.99
2019,August,8/3/2019,8/9/2019,MidWest,Large Brown,Per Carton,Organic,3.05
2019,August,8/3/2019,8/9/2019,MidWest,Large Brown,Per Carton,Conventional,2.99
2019,August,8/3/2019,8/9/2019,MidWest,Large Brown,Per Carton,Organic,3.94
2019,August,8/3/2019,8/9/2019,MidWest,Extra Large White,Per Carton,Conventional,0.88
2019,August,8/3/2019,8/9/2019,MidWest,Large White,Per Carton,Organic,1.73
2019,August,8/3/2019,8/9/2019,MidWest,Large White,Per Carton,Conventional,0.81
2019,August,8/3/2019,8/9/2019,MidWest,Medium White,Per Carton,Conventional,0.33
2019,August,8/3/2019,8/9/2019,National,Extra Large Brown,Per Carton,Organic,4.21
2019,August,8/3/2019,8/9/2019,National,Extra Large Brown,Per Carton,Organic,4.99
2019,August,8/3/2019,8/9/2019,National,Extra Large Brown,Per Carton,Conventional,2.49
2019,August,8/3/2019,8/9/2019,National,Large Brown,Per Carton,Organic,2.72
2019,August,8/3/2019,8/9/2019,National,Large Brown,Per Carton,Conventional,2.99
2019,August,8/3/2019,8/9/2019,National,Large Brown,Per Carton,Organic,3.99
2019,August,8/3/2019,8/9/2019,National,Large Brown,Per Carton,Conventional,2.53
2019,August,8/3/2019,8/9/2019,National,Extra Large White,Per Carton,Conventional,0.87
2019,August,8/3/2019,8/9/2019,National,Extra Large White,Per Carton,Conventional,3
2019,August,8/3/2019,8/9/2019,National,Large White,Per Carton,Organic,2.12
2019,August,8/3/2019,8/9/2019,National,Large White,Per Carton,Conventional,1.18
2019,August,8/3/2019,8/9/2019,National,Large White,Per Carton,Conventional,2.52
