report begin date,report end date,month,region,type,price unit,environment,price avg
3/23/2019,3/29/2019,March,MidWest,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
3/23/2019,3/29/2019,March,MidWest,WHITE LARGE,Per Carton,Conventional,0.95
3/23/2019,3/29/2019,March,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
3/23/2019,3/29/2019,March,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.69
3/23/2019,3/29/2019,March,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.62
3/23/2019,3/29/2019,March,National,BROWN LARGE,Per Carton,Conventional,3.50
3/23/2019,3/29/2019,March,National,BROWN LARGE,Per Carton,USDA Organic,3.98
3/23/2019,3/29/2019,March,National,BROWN LARGE,Per Carton,Vegatarian-Fed,3.00
3/23/2019,3/29/2019,March,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.33
3/23/2019,3/29/2019,March,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.65
3/23/2019,3/29/2019,March,National,WHITE LARGE,Per Carton,Conventional,1.51
3/23/2019,3/29/2019,March,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.03
3/23/2019,3/29/2019,March,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.99
3/23/2019,3/29/2019,March,NorthEast,BROWN LARGE,Per Carton,USDA Organic,4.08
3/23/2019,3/29/2019,March,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,3.00
3/23/2019,3/29/2019,March,NorthEast,WHITE EXTRA LARGE,Per Carton,Conventional,1.33
3/23/2019,3/29/2019,March,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
3/23/2019,3/29/2019,March,NorthEast,WHITE LARGE,Per Carton,Conventional,0.89
3/23/2019,3/29/2019,March,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.55
3/23/2019,3/29/2019,March,NorthWest,WHITE LARGE,Per Carton,Conventional,1.03
3/23/2019,3/29/2019,March,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.79
3/23/2019,3/29/2019,March,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.21
3/23/2019,3/29/2019,March,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.46
3/23/2019,3/29/2019,March,SouthCentral,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
3/23/2019,3/29/2019,March,SouthCentral,WHITE LARGE,Per Carton,Conventional,0.96
3/23/2019,3/29/2019,March,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.72
3/23/2019,3/29/2019,March,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.99
3/23/2019,3/29/2019,March,SouthEast,WHITE LARGE,Per Carton,Conventional,2.86
3/23/2019,3/29/2019,March,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.44
3/23/2019,3/29/2019,March,SouthWest,BROWN LARGE,Per Carton,Conventional,3.50
3/23/2019,3/29/2019,March,SouthWest,BROWN LARGE,Per Carton,USDA Organic,4.37
3/23/2019,3/29/2019,March,SouthWest,WHITE LARGE,Per Carton,Conventional,1.97
3/23/2019,3/29/2019,March,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.79
3/23/2019,3/29/2019,March,SouthWest,WHITE MEDIUM,Per Carton,Conventional,2.49
4/6/2019,4/12/2019,April,Alaska,WHITE LARGE,Per Carton,Conventional,1.99
4/6/2019,4/12/2019,April,Alaska,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.69
4/6/2019,4/12/2019,April,Hawaii,WHITE EXTRA LARGE,Per Carton,Conventional,3.00
4/6/2019,4/12/2019,April,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.16
4/6/2019,4/12/2019,April,MidWest,BROWN LARGE,Per Carton,USDA Organic,2.84
4/6/2019,4/12/2019,April,MidWest,WHITE EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",1.50
4/6/2019,4/12/2019,April,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,0.99
4/6/2019,4/12/2019,April,MidWest,WHITE EXTRA LARGE,Per Carton,Vegatarian-Fed,1.99
4/6/2019,4/12/2019,April,MidWest,WHITE LARGE,Per Carton,Conventional,0.90
4/6/2019,4/12/2019,April,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
4/6/2019,4/12/2019,April,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.67
4/6/2019,4/12/2019,April,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.24
4/6/2019,4/12/2019,April,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.40
4/6/2019,4/12/2019,April,National,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.00
4/6/2019,4/12/2019,April,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.08
4/6/2019,4/12/2019,April,National,BROWN LARGE,Per Carton,USDA Organic,3.00
4/6/2019,4/12/2019,April,National,WHITE EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",1.50
4/6/2019,4/12/2019,April,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.37
4/6/2019,4/12/2019,April,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.49
4/6/2019,4/12/2019,April,National,WHITE EXTRA LARGE,Per Carton,Vegatarian-Fed,1.99
4/6/2019,4/12/2019,April,National,WHITE LARGE,Per Carton,Conventional,1.10
4/6/2019,4/12/2019,April,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.32
4/6/2019,4/12/2019,April,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.47
4/6/2019,4/12/2019,April,NorthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.40
4/6/2019,4/12/2019,April,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.94
4/6/2019,4/12/2019,April,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.42
4/6/2019,4/12/2019,April,NorthEast,WHITE EXTRA LARGE,Per Carton,Conventional,1.25
4/6/2019,4/12/2019,April,NorthEast,WHITE LARGE,Per Carton,Conventional,1.35
4/6/2019,4/12/2019,April,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.18
4/6/2019,4/12/2019,April,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
4/6/2019,4/12/2019,April,NorthWest,WHITE LARGE,Per Carton,Conventional,1.39
4/6/2019,4/12/2019,April,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
4/6/2019,4/12/2019,April,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.99
4/6/2019,4/12/2019,April,SouthCentral,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.00
4/6/2019,4/12/2019,April,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.32
4/6/2019,4/12/2019,April,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,2.61
4/6/2019,4/12/2019,April,SouthCentral,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.49
4/6/2019,4/12/2019,April,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.14
4/6/2019,4/12/2019,April,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.29
4/6/2019,4/12/2019,April,SouthEast,BROWN LARGE,Per Carton,USDA Organic,2.49
4/6/2019,4/12/2019,April,SouthEast,WHITE LARGE,Per Carton,Conventional,1.20
4/6/2019,4/12/2019,April,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.24
4/6/2019,4/12/2019,April,SouthWest,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",2.99
4/6/2019,4/12/2019,April,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.99
4/6/2019,4/12/2019,April,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.82
4/6/2019,4/12/2019,April,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.49
4/6/2019,4/12/2019,April,SouthWest,WHITE LARGE,Per Carton,Conventional,2.87
4/6/2019,4/12/2019,April,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.72
4/6/2019,4/12/2019,April,SouthWest,WHITE MEDIUM,Per Carton,Conventional,0.60
4/13/2019,4/19/2019,April,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.66
4/13/2019,4/19/2019,April,Alaska,BROWN LARGE,Per Carton,USDA Organic,3.50
4/13/2019,4/19/2019,April,Alaska,WHITE LARGE,Per Carton,Conventional,2.15
4/13/2019,4/19/2019,April,Hawaii,BROWN LARGE,Per Carton,USDA Organic,3.50
4/13/2019,4/19/2019,April,Hawaii,WHITE LARGE,Per Carton,Conventional,1.50
4/13/2019,4/19/2019,April,Hawaii,WHITE MEDIUM,Per Carton,Conventional,1.50
4/13/2019,4/19/2019,April,MidWest,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.29
4/13/2019,4/19/2019,April,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.36
4/13/2019,4/19/2019,April,MidWest,BROWN LARGE,Per Carton,USDA Organic,2.88
4/13/2019,4/19/2019,April,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,0.87
4/13/2019,4/19/2019,April,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.00
4/13/2019,4/19/2019,April,MidWest,WHITE LARGE,Per Carton,Conventional,1.05
4/13/2019,4/19/2019,April,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.15
4/13/2019,4/19/2019,April,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.50
4/13/2019,4/19/2019,April,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.29
4/13/2019,4/19/2019,April,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.48
4/13/2019,4/19/2019,April,National,BROWN LARGE,Per Carton,USDA Organic,3.18
4/13/2019,4/19/2019,April,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.56
4/13/2019,4/19/2019,April,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
4/13/2019,4/19/2019,April,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.03
4/13/2019,4/19/2019,April,National,WHITE LARGE,Per Carton,Conventional,1.39
4/13/2019,4/19/2019,April,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.08
4/13/2019,4/19/2019,April,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.50
4/13/2019,4/19/2019,April,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.21
4/13/2019,4/19/2019,April,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.36
4/13/2019,4/19/2019,April,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
4/13/2019,4/19/2019,April,NorthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.77
4/13/2019,4/19/2019,April,NorthEast,WHITE LARGE,Per Carton,Conventional,1.60
4/13/2019,4/19/2019,April,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.37
4/13/2019,4/19/2019,April,NorthEast,WHITE MEDIUM,Per Carton,Conventional,2.59
4/13/2019,4/19/2019,April,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.60
4/13/2019,4/19/2019,April,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.50
4/13/2019,4/19/2019,April,NorthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.99
4/13/2019,4/19/2019,April,NorthWest,WHITE LARGE,Per Carton,Conventional,0.89
4/13/2019,4/19/2019,April,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
4/13/2019,4/19/2019,April,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.99
4/13/2019,4/19/2019,April,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.35
4/13/2019,4/19/2019,April,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.09
4/13/2019,4/19/2019,April,SouthCentral,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.49
4/13/2019,4/19/2019,April,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
4/13/2019,4/19/2019,April,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.16
4/13/2019,4/19/2019,April,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.97
4/13/2019,4/19/2019,April,SouthCentral,WHITE MEDIUM,Per Carton,Conventional,1.49
4/13/2019,4/19/2019,April,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.33
4/13/2019,4/19/2019,April,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.06
4/13/2019,4/19/2019,April,SouthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
4/13/2019,4/19/2019,April,SouthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
4/13/2019,4/19/2019,April,SouthEast,WHITE LARGE,Per Carton,Conventional,2.02
4/13/2019,4/19/2019,April,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.07
4/13/2019,4/19/2019,April,SouthEast,WHITE MEDIUM,Per Carton,Conventional,2.38
4/13/2019,4/19/2019,April,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.33
4/13/2019,4/19/2019,April,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.59
4/13/2019,4/19/2019,April,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,2.25
4/13/2019,4/19/2019,April,SouthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
4/13/2019,4/19/2019,April,SouthWest,WHITE LARGE,Per Carton,Conventional,2.29
4/13/2019,4/19/2019,April,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.19
4/20/2019,4/26/2019,April,Alaska,BROWN LARGE,Per Carton,USDA Organic,3.49
4/20/2019,4/26/2019,April,Hawaii,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
4/20/2019,4/26/2019,April,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.17
4/20/2019,4/26/2019,April,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.90
4/20/2019,4/26/2019,April,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,4.69
4/20/2019,4/26/2019,April,MidWest,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.58
4/20/2019,4/26/2019,April,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.40
4/20/2019,4/26/2019,April,MidWest,WHITE LARGE,Per Carton,Conventional,1.53
4/20/2019,4/26/2019,April,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
4/20/2019,4/26/2019,April,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.49
4/20/2019,4/26/2019,April,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.90
4/20/2019,4/26/2019,April,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.99
4/20/2019,4/26/2019,April,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.00
4/20/2019,4/26/2019,April,National,BROWN LARGE,Per Carton,USDA Organic,3.75
4/20/2019,4/26/2019,April,National,WHITE EXTRA LARGE,Per Carton,Conventional,3.45
4/20/2019,4/26/2019,April,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.48
4/20/2019,4/26/2019,April,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.53
4/20/2019,4/26/2019,April,National,WHITE LARGE,Per Carton,Conventional,1.53
4/20/2019,4/26/2019,April,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.07
4/20/2019,4/26/2019,April,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.90
4/20/2019,4/26/2019,April,NorthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.99
4/20/2019,4/26/2019,April,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.15
4/20/2019,4/26/2019,April,NorthEast,BROWN LARGE,Per Carton,USDA Organic,4.08
4/20/2019,4/26/2019,April,NorthEast,WHITE LARGE,Per Carton,Conventional,1.53
4/20/2019,4/26/2019,April,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.33
4/20/2019,4/26/2019,April,NorthEast,WHITE MEDIUM,Per Carton,Conventional,0.99
4/20/2019,4/26/2019,April,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.05
4/20/2019,4/26/2019,April,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.56
4/20/2019,4/26/2019,April,NorthWest,WHITE LARGE,Per Carton,Conventional,1.49
4/20/2019,4/26/2019,April,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.69
4/20/2019,4/26/2019,April,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.99
4/20/2019,4/26/2019,April,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.85
4/20/2019,4/26/2019,April,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.53
4/20/2019,4/26/2019,April,SouthCentral,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.47
4/20/2019,4/26/2019,April,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
4/20/2019,4/26/2019,April,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.22
4/20/2019,4/26/2019,April,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.38
4/20/2019,4/26/2019,April,SouthCentral,WHITE MEDIUM,Per Carton,Conventional,1.44
4/20/2019,4/26/2019,April,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.68
4/20/2019,4/26/2019,April,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.69
4/20/2019,4/26/2019,April,SouthEast,WHITE EXTRA LARGE,Per Carton,Conventional,4.69
4/20/2019,4/26/2019,April,SouthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.43
4/20/2019,4/26/2019,April,SouthEast,WHITE LARGE,Per Carton,Conventional,1.47
4/20/2019,4/26/2019,April,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.78
4/20/2019,4/26/2019,April,SouthEast,WHITE MEDIUM,Per Carton,Conventional,0.58
4/20/2019,4/26/2019,April,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.50
4/20/2019,4/26/2019,April,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,2.21
4/20/2019,4/26/2019,April,SouthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",3.49
4/20/2019,4/26/2019,April,SouthWest,WHITE LARGE,Per Carton,Conventional,2.00
4/20/2019,4/26/2019,April,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.99
4/20/2019,4/26/2019,April,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.74
4/27/2019,5/3/2019,April,Alaska,BROWN LARGE,Per Carton,USDA Organic,3.49
4/27/2019,5/3/2019,April,Hawaii,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.66
4/27/2019,5/3/2019,April,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.81
4/27/2019,5/3/2019,April,MidWest,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
4/27/2019,5/3/2019,April,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.49
4/27/2019,5/3/2019,April,MidWest,BROWN LARGE,Per Carton,Vegatarian-Fed,2.69
4/27/2019,5/3/2019,April,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.21
4/27/2019,5/3/2019,April,MidWest,WHITE LARGE,Per Carton,Conventional,1.06
4/27/2019,5/3/2019,April,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
4/27/2019,5/3/2019,April,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.49
4/27/2019,5/3/2019,April,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.99
4/27/2019,5/3/2019,April,National,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,1.64
4/27/2019,5/3/2019,April,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.52
4/27/2019,5/3/2019,April,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
4/27/2019,5/3/2019,April,National,BROWN LARGE,Per Carton,USDA Organic,3.72
4/27/2019,5/3/2019,April,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.55
4/27/2019,5/3/2019,April,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.58
4/27/2019,5/3/2019,April,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.23
4/27/2019,5/3/2019,April,National,WHITE LARGE,Per Carton,Conventional,1.43
4/27/2019,5/3/2019,April,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.04
4/27/2019,5/3/2019,April,National,WHITE LARGE,Per Carton,USDA Organic,5.00
4/27/2019,5/3/2019,April,NorthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.99
4/27/2019,5/3/2019,April,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.69
4/27/2019,5/3/2019,April,NorthEast,BROWN LARGE,Per Carton,USDA Organic,4.29
4/27/2019,5/3/2019,April,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.23
4/27/2019,5/3/2019,April,NorthEast,WHITE LARGE,Per Carton,Conventional,0.96
4/27/2019,5/3/2019,April,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.25
4/27/2019,5/3/2019,April,NorthEast,WHITE LARGE,Per Carton,USDA Organic,5.00
4/27/2019,5/3/2019,April,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.49
4/27/2019,5/3/2019,April,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.49
4/27/2019,5/3/2019,April,NorthWest,WHITE LARGE,Per Carton,Conventional,1.25
4/27/2019,5/3/2019,April,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.25
4/27/2019,5/3/2019,April,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.99
4/27/2019,5/3/2019,April,SouthCentral,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,1.64
4/27/2019,5/3/2019,April,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.39
4/27/2019,5/3/2019,April,SouthCentral,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
4/27/2019,5/3/2019,April,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.49
4/27/2019,5/3/2019,April,SouthCentral,BROWN LARGE,Per Carton,Vegatarian-Fed,2.99
4/27/2019,5/3/2019,April,SouthCentral,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.58
4/27/2019,5/3/2019,April,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",3.00
4/27/2019,5/3/2019,April,SouthCentral,WHITE LARGE,Per Carton,Conventional,0.95
4/27/2019,5/3/2019,April,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.35
4/27/2019,5/3/2019,April,SouthCentral,WHITE MEDIUM,Per Carton,Conventional,1.00
4/27/2019,5/3/2019,April,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.45
4/27/2019,5/3/2019,April,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.59
4/27/2019,5/3/2019,April,SouthEast,WHITE LARGE,Per Carton,Conventional,2.97
4/27/2019,5/3/2019,April,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.62
4/27/2019,5/3/2019,April,SouthEast,WHITE MEDIUM,Per Carton,Conventional,0.51
4/27/2019,5/3/2019,April,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.49
4/27/2019,5/3/2019,April,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.49
4/27/2019,5/3/2019,April,SouthWest,WHITE LARGE,Per Carton,Conventional,2.50
4/27/2019,5/3/2019,April,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.76
4/27/2019,5/3/2019,April,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.44
5/4/2019,5/10/2019,May,Alaska,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.99
5/4/2019,5/10/2019,May,Alaska,WHITE LARGE,Per Carton,Conventional,1.25
5/4/2019,5/10/2019,May,Alaska,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
5/4/2019,5/10/2019,May,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.45
5/4/2019,5/10/2019,May,MidWest,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
5/4/2019,5/10/2019,May,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.79
5/4/2019,5/10/2019,May,MidWest,BROWN LARGE,Per Carton,Vegatarian-Fed,2.50
5/4/2019,5/10/2019,May,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,4.69
5/4/2019,5/10/2019,May,MidWest,WHITE LARGE,Per Carton,Conventional,1.05
5/4/2019,5/10/2019,May,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.00
5/4/2019,5/10/2019,May,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.55
5/4/2019,5/10/2019,May,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.91
5/4/2019,5/10/2019,May,National,BROWN LARGE,Per Carton,USDA Organic,3.84
5/4/2019,5/10/2019,May,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.50
5/4/2019,5/10/2019,May,National,WHITE EXTRA LARGE,Per Carton,Conventional,2.18
5/4/2019,5/10/2019,May,National,WHITE LARGE,Per Carton,Conventional,1.20
5/4/2019,5/10/2019,May,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.04
5/4/2019,5/10/2019,May,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.41
5/4/2019,5/10/2019,May,NorthEast,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.69
5/4/2019,5/10/2019,May,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.99
5/4/2019,5/10/2019,May,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.50
5/4/2019,5/10/2019,May,NorthEast,WHITE EXTRA LARGE,Per Carton,Conventional,0.79
5/4/2019,5/10/2019,May,NorthEast,WHITE LARGE,Per Carton,Conventional,1.24
5/4/2019,5/10/2019,May,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.06
